User ID,Top k Items
11773,"[ 8591  5692  1309  1134  3207  5496  2673  6120  4328  5506 17598  2123
  8853  4851  7868 12199  4232  7609 12613 12523]"
11774,"[ 1522  5003   879 10733  2340   762  3704  8381 16468  8895 14017  2238
  5725 17701   804  2937  5187  3944 16105 17382]"
11775,"[ 8322 12142 10851  8267 13820 15279 15818 11810 14005 17645 13767 15228
  1587 14223 11698 17786  8226 11914  5907  1747]"
11776,"[ 1521 15169 10403  3532 16023 13787  5643 10281  8130  6781  6124  6746
  6468 10634  5301  4285  5530  5013  4641  5687]"
11777,"[ 5286 15119 10066  3096 17710 11688 12339 12519  3145  5199  3787  3645
  2465 11549  3113  5927 14536 14754  6555  7763]"
11778,"[ 3715 17061  8986 17374  6724  3128 13692  9175  8963 12416 11435  2504
  5187  3510  3940  6720 17772  2275  2290 15752]"
11779,"[ 3608 10799 12828  7818 13863 17715  4561   257 10350  8257 17020 15172
  9196  2214  9799 15535  7525  6242 11010 16002]"
11780,"[ 4907 16385  3228  3144  4094  4437  7607 10334 16427 14585  6077  6279
  7343  8944  9066    82  7199  7295  8112  9306]"
11781,"[ 1455 11277   219  5392  4425  4385  6363  5958 16225   817 14794  4177
 16427 13034  1912 13522  4414 10633 16108  3751]"
11782,"[ 3704  1204 13475  6556  8215  3182  1738 11507 10212  4385  6162 12481
 15620  4184  2222  2275 17772 14258  4414  6969]"
11783,"[12479 16111  7103  5187 15342  3166 17365 13956 11435 16124 13475  1155
  8140  2290  8020  8381  5058  5725  3885  9131]"
11784,"[ 4561 10685 15535   478 11245 11704 13144  4856 14281 11010  9421 14169
 15396  3411  3489  4673 17621  7020  6206  2591]"
11785,"[ 5083 14983  2746  4013  9612  2956 14002 13304  4678  8086 10572  3218
 12394  9427  6538  9465  8374 10218 14834   625]"
11786,"[ 5212  6556  1835  3548  8130 13438  4037 11507 12513  9085 14258 16194
 17772 11093  2581  5958  6897  2936 14017  8446]"
11787,"[ 7998 12321  2299 11823  8717  3762 16503  5047  3590 17701  1232 13274
  2378  4673 13371 15413 10685 17621  5003  4789]"
11788,"[12998 12370  9211  8279  9799 17382 15891 11245 17609  5340   855  4423
 16801  6629 14783 13551 15396   478  5777   879]"
11789,"[  217 17693  9457  9070  1820 14282  1099  4042  2750 14292  8950 11840
  6694  2284 14565  6896  5038 13705  5067  2907]"
11790,"[15451 14282  6896   807  5246 12664  8593 13090 16142 16971 16818  4431
  6042 13195  2464 14703  1237  7045 13605 15599]"
11791,"[ 4907  9306 17642  6724  4094  3228  4437 13270  7716    82  7607 16385
 13587 16937  9211   495 11140  7200 13261 10334]"
11792,"[ 4561 10685 17621 16879  5328 15172  4673  5047 14828  9799  4789 15535
  8201 14169  4481 17613 14281  7020 10114 15144]"
11793,"[10350  6873  8257 11162  5907  8601  1679  9196 14318  7818  4003 11950
  5990  5395  2214  6627 17556  2961 15312 13863]"
11794,"[11648 13572  1222  8755 12094  4218 17734  6174   469 12144  7286  4285
 14789 11143  7864  4789  7934 11277  4557 14839]"
11795,"[ 9440  3704  4437 11315 16427 14780 13270 15352  3240  9211 11010  4160
   879 17609 15396  6673 13034  1204 11245   828]"
11796,"[10633  1237 11010   828 11315 14780  2786  3631 17701  9559 11193 12321
 12511  3944  7313 14169  3704  5246 10919 11823]"
11797,"[16969  5687 11022  7045 14946  5246  7328  4072 12119  6746  2789 11503
  5966 10228   874  7550 12191  5981   787  6266]"
11798,"[16233 12676  5561 15319  6851 10020 16633 16963  8591  7812  6028 11119
  2973  3192  3676 17110 16537  3145  1238 10912]"
11799,"[12998  9799 16879 15891   855 13107 13144 17382 14484   879  1048  3240
 16426  3853 11010 10685 11315  3369 14012  3859]"
11800,"[17009 13579  2290 12983  3166 17199  1344  8020  5301 13321  6781  3532
 16124  6897  3075 13672 17402   186  7558  1532]"
11801,"[10350   612  8257 13863  7477  1329  3285 11315  9196  7818  2434 14828
  9440  2214  3240 11950  1679  4003 17556  7020]"
11802,"[ 3774 15030 14372  9513 12828  4256   612 11010 12673 11162  7818  9196
 10350  9912  4131  5557 11697  2897  8257  4907]"
11803,"[ 3853   257  9799 10685 16879 15172  4561 17715  8201 10222  9629  9266
 12998  5303  8159  2173 11143 16426  3859 13107]"
11804,"[ 4437 16385  4907 14776  7200  3228 13270  7582 10334 14787  3766  5204
  3984  7343 16427 13872   478  9306 12374   648]"
11805,"[11119  2973  5855  8591 12676 17390  3737  6604 11267 17746  9170 14496
  9023  5260  2051 15213  5286  3792  4333  9758]"
11806,"[ 4561   257  9791  9799 15172  7998 10931 10222  1222 13280 17020  7670
  5252 16748  1604 11394 14834  1599 16426 15725]"
11807,"[ 7399  3774 14372 12341  5596  4256 15030  2897 12673  9912 13839  1852
  9235  7705 10155  4131  3715  9259  6756 10663]"
11808,"[10326 17061 16438  8130 16610 13302 17207  8140 11251 11494  4232 16818
  1819  3869  3666 10100  9092 14166 13748  8545]"
11809,"[ 2591  3590  2445  4673 16318  3762  4789  2378  7411  6206 10633 17621
  5003  7975  4925 15546  2299 12961  4641  7353]"
11810,"[ 3590 10633 13068 17642  2340   762 16503   167  6556  2190 14603  8381
  8895  5373  9066 17577  3859  2238 16801  6720]"
11811,"[ 4013 13988  4849 15489  3902  3207 12761  7960 10741 13038 16458 16961
 14256 15061  4900 10572 11135 13351 10269  4085]"
11812,"[ 7200 10334  3984  7998  5204 13270 13872  4437 11193  7582 16930   865
 14776  9607  9118 16427  2384  3540 17420  3766]"
11813,"[15172  1522  3404 16793 10931  4561  1222  6031  9125  5949  5328  3853
   257  5590  1668  3945  4654 11775  8141 13040]"
11814,"[10685 10633 12321   515 17621  2937 17382  4673  3240  3859  9799 17277
  8878  9440 14294 11823  4561 11745  9421 10114]"
11815,"[ 5681  3984   478  4519 17420  8878  3240  6952 13572 11745 13551  5340
  4755    49   752 16729  4437  7965  3307  9012]"
11816,"[ 5643  7548 12364   858 10326   407  5502  6303 13365  4184  1738  5212
 15202 13609 11820 16023 16656  3631  3566 12142]"
11817,"[ 5643 11969 17402 11217  7548  5631 13728 12816 12364  9694 12772  9260
  6467   391  8322  5825 15169 15757  6303  3875]"
11818,"[ 1363 10428  2581 11230 13125 11093   188  2936 15924  2050 11173   743
 15306  9716  1600  5958 13438  5826  2222  3438]"
11819,"[17772  2119  6162 14294 12759  3240 11745 13551 11140 16237  3291   482
  1568 13270 16427 14319  9211 12489 14585  3272]"
11820,"[11648  7934   443  4285  4177 12144 15982  5234 12617 11631  5392  6103
  1405  8755 11039  4557 13500  2298  6174 10420]"
11821,"[11143 13260  4561 10788  1210  7103  1305  2119  2340 11823  4673  6363
  9357  4789 13728  2378  3590  6206  4856 13127]"
11822,"[11648 14369 11039  8755  6586 12593  5442  3431  8846  4514  3356 12144
 16294 12461  6103 10783  5234 13855  2432 13136]"
11823,"[   15 14930  3707  2653  9532 10066  2076  2066   986 16101 10819  6306
  4481  8772  1742 11711  7375  4218 13533 16179]"
11824,"[17371 11823  8030 12997  4789  2956    66  4481  4247 16695  3250 10788
 16879  5959  9612   570  4078  9664 11868 15699]"
11825,"[14828 11315  4561   478  3411 11868  3631 13127  9958 11704 17613  7020
  8648  2178  9659 11619 12759 10633  4856   828]"
11826,"[14828 17613  4177 16879 13260 12498 16101 10350 14012  3240 11315  7818
  4789 14015  8159  7374 10799 13863  9799 11143]"
11827,"[ 2340   167 13478 12089  1210  3411  7329 12754 14901  1457   804 12883
 17609 11168  9421 10055 10685   828  1848 17135]"
11828,"[16101 16879  9297 14930  4481 10114  3707 16539  4218 17371 10819  7066
  4789  6413  8017  8159  8491  9612 11160 11143]"
11829,"[ 3100  6279 14545  6724 11093  4437  1912  9306 11049 13261 10405 11140
 13438  2322  1738 17067 17642 12586  2360 13270]"
11830,"[ 6162  9914 12759  3548  2228  9440  2119 15396 14294 16729 16468  3240
 16738  9659  3529 11140  2340  3288  5708  3590]"
11831,"[ 8869  7932  4037 17772  1292 16237  3438 13539  4523 15622  8016 15342
 13571  2807  5013 15254 10428 15272 14231 15619]"
11832,"[11948 15982  1521   733 11590 14700  5692  5855 17598 17734 17392 11932
 12997 13304 11648  6174  6637  8491 14538 11081]"
11833,"[ 3489  5204 14776   478  3984    49  7200 10407  5340  3766 17420  4437
 14456 13270  3228 11315  2580  2678   865  7582]"
11834,"[ 5003  3762 16503  4992 12321 16253  2299  3411  2378   828  4673  4789
  2340 10633 17135 14485 16105  7998 12961  9958]"
11835,"[ 7934 11648 12144  9125  4557 16179  2251  3190 11294 14834 10080  6538
  2445 16748   769  1764  8138  5030  8755 12748]"
11836,"[10264 11823  5003  1042  8846 14485  3762 12321  2972  1597  8658 17621
 10403  4856  4789  3590  9082 10633  4062 10788]"
11837,"[ 8491  3404   733  7066  4177  9803  2318 14794   625 11203 14789 11648
 16482 17734 12567 15982 13818  9595  1300  9975]"
11838,"[14794  8878  4030  2119  1210 16237  4385   141 10438  5643 12269  7145
 13245  7478  9985 11160 14637  4172  9372  1802]"
11839,"[16858 15269  3752  7879 15527  4657 14517 11742  4851   956 10421  2008
   228 13721 16795  4445  9694 16029  9059 14923]"
11840,"[14008  9709  1833  9488  5234  6586  6424  1552  5184  1597 15593 17550
  2275  4328  1752 16080   436 11039 17740  5116]"
11841,"[ 5687  8013 14946  4668  6746   807  5301 10128 17009  7550  2970  9059
 15368  2377  1006   298 14008  4072 12772   469]"
11842,"[13033  9919  6301 11169  3197 13723 16758  5757 13174 15780  4646 17757
  9033 12970 14721 17006  7982 13434  8543 11365]"
11843,"[ 9125  7934 11648 16455 14281 16057 16294  4557  9311   491  5047  5677
  1648  2591 15929 10863  9335  1552  1485  4108]"
11844,"[ 5187  6720 11093 16656 12983 11251  6556  1315 12481 17207 15364 17374
 15431  8140  6344  4030 12006  5825 11195  7558]"
11845,"[10420  5622 11590 17734 11932   956 15169  4218  2289  5392 11959   469
 11648  4177 11494  9092 16258 12295 15007 12257]"
11846,"[ 6162 15342  6720  9662  3291  3555  1495  2119 13556  9562  8130   307
  2382  8845  4037  8140  7072  5665  5377  1802]"
11847,"[ 4037  1808  3291  1857 16237  2119 14954  2382  9335  1835  4167  6213
  5825 12224 13571  5624  5643 13474  7932  8577]"
11848,"[10350 15535 11315   515 15396  7818  7020 13863  8257  4789 16079  9799
  3285 14456 11010   478  8346  9421 17287   612]"
11849,"[15451  4825  2750  1099  5038 12664  8593 15937  2464 14292  1625 14565
  9457 13605  2856 13496 14703  2107 12785 17477]"
11850,"[ 8435 11474 14267  9791 16179 14834 10050  2674  4631 10425 17163 10080
 15213 13533  5214  8504 11267  1742 16444  5912]"
11851,"[ 3707 16179  5912 10931 11474 14834    15  1222  4481  2251 13533  6538
  4218  5094 14930  2417  3190  7715  9748  5047]"
11852,"[ 4184 13261 16730  5924  8505  4094 11931 16656  3240 12731 17772  1906
  6344  2682  3001  6556  2119  6672  6084 12269]"
11853,"[ 8895  5774  7145     3  2173 15804  1575  4160 14783 13394  5340 16079
 14458  6279  8491 12998  1204  8159  8878  3240]"
11854,"[ 7934 16179  9125  5003  5156   599 13168 14219 10723 11648 16294  2445
 14834 14281  5234  4968 10089 13040  2251   491]"
11855,"[ 2750 14292  9223  6090  5757  2722 15891  9033  2107  9457 14703 15451
  6969  5322  4581 14565  1099  8531 10124  1820]"
11856,"[ 7020 13609  8249  2856  2690 17556  4177  5038 11950   612 14281 16818
  5156  7145  1679  2434  1986 12256 10350 14499]"
11857,"[11782  4561 15172 16438 10685 12089  1986 12321  6363  8425 14281  5047
  4778 14015  5328    74  9799 14828 11868 12998]"
11858,"[ 8491  2956  4177  6382  2298  4218 17371  7934  1300 17734   599   749
  9975  7066  9612   625  6971  3250  3707 15517]"
11859,"[ 4789 16879 14449 10685 11277  5033 15197 12661  4481  9297  6431  7934
 14656  3707  4218 15199 11474  8435 16738 15997]"
11860,"[ 2526 16101  5033 14834  4373  9192 16879  9266 10819 11977 15524  7928
 11143  2688  1222 14449  7286 17789 16779 17371]"
11861,"[ 5643  2119 13616  9662 12586 14017 17277 13438  1315 14258  6162  6724
   700  5265 16656 12478 17203 17565 16973 14085]"
11862,"[ 9033  2107 11741  8502  3301  3449   860  7737 15807  2032 10799 13090
 16530  2214  3637  7853 16818 13033 13863  5699]"
11863,"[ 5246  1237 11293  7643  1920 17382 16969  5687 13364 10228  8541   787
  3859  3853 17701 10633 11022  6266    19  6746]"
11864,"[13539   219 14275 15453  8869 14929  3438 16241  6969  8844 14794 16108
  4523 11160 12155 10428  9391 17439  6090 13204]"
11865,"[ 2299 10685 13872 15535 17287 14776 17420  8257  4519   478 10114  7607
 17315  9607  4561  7998  4673  4856  6227 10407]"
11866,"[10685   478 17613  5681  4561 12498  6227 15492 14776 12269 11704  9357
 16879 10350 14787 16427  3411 15535  1237  8093]"
11867,"[11315 15492  2786 17613  4561  3411  1210 14828  4437   171 10799 12269
 17621   478 16879 14780  2340  2384 12498  7329]"
11868,"[12089  6632 10633 10326 12883  9335  9017  8944 16426  1802  7477 11010
  9914  7020   515  9440  5204 14151  9799 11315]"
11869,"[12998 11437  8878  5340 17277 12370   879 15891  6969  2937  5725 17382
  4385  9799 14017  9211  3906  1575 14258 14058]"
11870,"[ 8196  7643 10228 11022  5687  5246  4431   130 14946  1920  8013  6798
 14451  6746 11296 17572  1516  3063  6266 12734]"
11871,"[ 1237  5687 16969 11022 10228   874  1920  7643   130 12119  1227  5981
 11503  4385   787 14451 12286   807  7328  7550]"
11872,"[11267 11119 12219 17746  8721 14496  8434  2973 12676   609  3676  3792
 13168  9793 11042  3707 17734 13185 15806  8504]"
11873,"[13395  8491  4177  2956 11160  4481 16101  9391 17371  2805   391  9612
 12846  8471 16346  5083  3404  5033 16879  7066]"
11874,"[15752 12142  4966  5643 15619  3574  8738 17645  2682  3283  1292  3592
 12517  3432  4940  3566  7548 15577  5097  9120]"
11875,"[ 7954 11658 16498 14757 12955 12804 12636   253  8430  4937 10175  6283
 13241  2297 16138 14277  3195 17477  3892  3089]"
11876,"[11823  3859  5003  4062 12997  8658 13238  4078  9664 16077 16879  9503
   879 14783  1934 14449  8201  5104  1522  4789]"
11877,"[14703  2107  7737  3449 16818  2032   860  7982 16758 13174 13033 11741
 17755  3301 11169  2502  3008 13723  7378  2750]"
11878,"[14484  9799 10685 11315 14828  4561  6242 12945 10799  6432 15172 10931
  9226  7525 17715 10114 13863 15396 15385  3608]"
11879,"[17043  1597  9082  2378  7932 17621 12206  9723 15516  3548 14212 13597
 15665  6422  6586  9357  8633  3120  2445  1002]"
11880,"[ 1343  5825  2119  6162 14294   879 16237  9224 11140 16225  7145  9211
 10326  8878  3240  4925  3291 15891  3548 10987]"
11881,"[13365  6162  5781  4247  3704  5187  3965  7145  2228  3762  1575  1495
  2434 12269 11914 16801  6243  1204   344 15620]"
11882,"[11688 10020  2465 16179  8397 12394 13168  9748  3787 14834 13533 10066
 17350  3178 11119   398 11267 16350  3639 15213]"
11883,"[12184   609    15  3737 11119 11267 12676 11042  5942  2195  2066  6028
  9675  7201 10922  3792  9023  2973 14538 14700]"
11884,"[11315 14828 12498  4561 12511 15492 11782 17382   855  8257 16426 10114
 10799 17613 17621  3240  9799 16879 14644   478]"
11885,"[14794  4900  6637 10741  3207  9391  4046  4652  1871  5083 14983 14761
  5151  2805  1997  9612 10572 13304  4678 11816]"
11886,"[ 9612  9391  5083  6604 12998  5303  9799  8491  8531  4440 10212  5322
 14761  5622 14449 14983 12655 17094  5959  2688]"
11887,"[ 4789  9664  6431  9435 16879 14780 17315  8076  9440 10633 15199  3762
 12269  3590  7417 15396   804 11342 13371 11140]"
11888,"[ 4561 11823   693  7020  8201 17613 17621  4778 11868  2378  3250  1190
   478 16468  5328  9239 16879 12321 11820 16426]"
11889,"[ 7329 16427 11193  4437 10334  6724  4423 17701  8878 13810 12269  1250
 15057  7343  3704 13034 17420 13862  2786  7200]"
11890,"[11859 14814  2148  6604  1934  5812  2483   257  1752 10278 17715 16125
  5303 15237  9266   596   286  9467  8531 16109]"
11891,"[16427 13034     3  4437  4184  2941  3704 11197 16960 12731  4385  9435
  9784 16225  1500  8878  3751 12498 13394  7478]"
11892,"[ 4385  4078 17382  5212  3859 11823   570  3548 15594   804 13522  3944
 14449  2937  2340  3470  1934  8895   879 13862]"
11893,"[14258  4037 17772  1292  4075  5212  3548   858  1835  2904  5958 11914
  3291 13365  1575 11093  1514  8016   451 15342]"
11894,"[   15 14834 14930 15213 13533  2653 11474 10561 15524  4218  3707 11119
  6306 17166   609  5912 11018 16101 11143 17163]"
11895,"[12089  4789 10633  3590  6227  9659 14780  9440 13270  3951  2937  8162
  6016  5777 16879  3240  9211  4856   828  8878]"
11896,"[  828 15111  3001  4925 12269  9211  9175  3240   238  3548  5187 14294
  3751  2144   113  1809  9664  3631   804 10633]"
11897,"[ 9626 15097  2673  7699  4035  7734  4171 13214 13847  6671  9085  9573
 15277  8727  4114  5496  3467  4851  7825 16603]"
11898,"[ 8878 13270  4184  4385 16879 14294 12269 10633   238 11140 13522  9440
  5524  8101 12089  3240  9211 16857 14017  7607]"
11899,"[13270  7607  4437  5204  4907  3766 10334  4094 13872   865  3984 17420
  3228  3489 14776    82 16385    49  7343  9211]"
11900,"[ 8846 16610  2677 11039  1042  8286  7932  2432 14978  4363  3715 10525
 15218  4783 10128 10859  6784  4817 15593  9488]"
11901,"[ 5855  8130 15393  4037  6637 17004  1549  2807   186 14574   733  2501
  5093  2290 12997 10918 10280 17392  7122 11948]"
11902,"[11160 10922  3190   609 11225    15 14449  4218 11119 16101  7934  1804
 14794 16482 16229  4481 15868  6971 11375  7715]"
11903,"[17277 17382  1808 14517  5212 11168  9066  2575  2290 14258   745 13152
  5946  8381  5816  6279  2238  2119 16385 13365]"
11904,"[ 5003 11823 16793  3762  1934 13068  2445   919 10633  8895  3859  3590
  9571  3909 16503 13165 16179  7998 12883  1042]"
11905,"[ 3548 17772  4842 16237 15342 15619 12998  9211  1808  8878  6162  2759
 16225 14258  4323  9017  8016   355  3592  3272]"
11906,"[11267 16179 11119 13168 10066  5905  2973 14834 15213 17746  3737  8504
 12219  7543  6028 15806 14496 11042  2653   609]"
11907,"[11406  8895 10788  5003   804 16503 11823  2144  2299  7998 16253  4062
  3762  7292  8717  4789  4673  9571  1522   515]"
11908,"[ 4232 10403  1934  5392  1492  2415 13089 12993  6382  6557  5643  8658
  8130  3291  3470  9723   136  2286 13682  9335]"
11909,"[ 5380  5013 11601  6213   669 13643  2083 12816  9595  2382  4232 17772
  1808 10092 15757 11229  5377 10375  4037  3659]"
11910,"[ 4755  4561 16539   804  1210  2580 14449  2937 11143 16729  8093   478
 12511  1237 16529 17621  2378 10685 16879 17613]"
11911,"[10198  5151 11344  8531 11494  7158  9644  5303  4046  2852 12604   733
   746 11977 11793 14663  3185  6604 12277  5249]"
11912,"[ 6431  2988  3290  1222  1989 13280 15172 11474  1715 13528  5328 16842
 11394 10031   257  3677  4561  4968 10931  2417]"
11913,"[12754  9834 16253  7103 16679 16438 17764 14648  3666  6466 17374   383
 10403  5785  5562 17071  8541 15828  6353  8343]"
11914,"[ 6206  4561  2378 14885 10084 13390  6586 12754 17315 10141  6227  3590
  8391  4544  6494  4856    74  8633  2591  4641]"
11915,"[14930  9612  9391 14794    15  4789  8159 17113 11160  8491 16426 11143
 16101  9435  9532  2066  3707 16879  6969  7715]"
11916,"[11277 13719  1653 13395  3190  4789  2024  9803 11948 10733 11494  2722
  3884  6306  5392  7286  6003 16517 16101 13145]"
11917,"[ 7582  4437 13270  5204  7607  7716  4907  9211 16427 16385  4094   167
 13872  3766   865 11193  3489  6077  3228 16937]"
11918,"[ 5681 13144  9223  3859   478 12998 15891  8878  8650  3853  6952  9799
 14828  4561  7020 10799 12883 10212 13107 14484]"
11919,"[ 7017  4037  9709 12975  9158 13579 10918 14008  4328   743 13787  9437
  1654 11948   233  9449  5301  3943   108 11742]"
11920,"[ 4925  7874 11823  7759 12321  4673 17376  3023  9357  1908 16879 14281
  3909 13127  9440  2445  1190 12961  1315  7411]"
11921,"[ 5303 11160  6243 12998 13685  5246 16539  4177  4218  2722  9435  7296
 13728  2805  7145 16879 13486 15868  9664 13572]"
11922,"[11648    19 12394  5093  8062 14615  5234 15527  3932   457  9709   813
  8374 11544 17509  9585  6746 10246 12226  8846]"
11923,"[ 8637 10790  4789  9607  2299  1796  6431 16930 16050  7957  4519   167
  7353 15725 15361  7934   515 17609  9791 11143]"
11924,"[16792 11731  6007   681  7602  1840 13855  4514 13244 12164  8492  8561
  4923 16344  2973 16080 15860  4978 16660  5935]"
11925,"[ 7368 13840 11267  6851 14496 13729 16018 11018  5561  6604 11119 17746
  8721 10080  5260 14834  4709 16633  2111 12394]"
11926,"[14372  9335  5643  7399  5430  3249  6557  3774  4131  9513   515  3291
 12993 15828 12673  6632  6967  5596 10277  8577]"
11927,"[ 8076  9659  2178 16427  8878  4437 13034  7050 17315 12498  7374 17621
 13270 12269 15144 11704 17420  3240  5404 17609]"
11928,"[ 5825  6303  5643  6162  1575  3827 13616 13365  5187 12731  9919 10326
  7145  4030 15598 16656  1204  4385 13245  4184]"
11929,"[16539  7957  1237 16879 14656  7275  5246  4552 13962  7746 10561 13728
 16591  4789  6431  6746 10733  5094 16079 11143]"
11930,"[15650  5058  9834   214  2148  5251 13938 13761  7660 12573  7103   286
   762  3906 12983  5706  8545  3848 16896 10302]"
11931,"[ 5643  3166  8243 12993 11435  6353  3041 16194 13682 11049  2222  1521
  6897  5958  6672  9375 10128 17642 10338  2119]"
11932,"[ 5003  1522   494 16610  1042 16793  2445  4557 12961 15057 13309  8846
  4856  4817  3356 11039 14485  4992  7353   843]"
11933,"[ 6604 10080  2688  3707  2653 10425 12936  5706  7543 14930 12676 11277
  2367  1742  6404 16109  8435 17371 16708 17789]"
11934,"[13862  4437  6162 11140  4477 16385 13245 13127  9616  6363  6556  2119
  1315  3144 14258 15352  4907  5825    10  4925]"
11935,"[ 5643   307  5530 16767  2910  5013 12295 10572 15622   391  1214  3495
  5083 15393  2720  6805  7367  3869 12226  8798]"
11936,"[ 5643  4177  5825 15730  3548  1802  2228 11494  2119 12672 12498  1521
   700  6632  6162 15342  1819  5083 13365 16438]"
11937,"[13616 10996 10212 10428  4385  9662 14929  8215 11677  7808 16743  8130
 14017   233  4414  3075  2275  1829  7150  9134]"
11938,"[10326 12498  9421  2228  6162  2178 11782 13239 12089  5575  7020  3240
 14828  3098  3965  6785  5461 14122 12441 11820]"
11939,"[12883 15396  4789   515  2445  9723 15665  2299   167 10114  8249 17382
  3369  4856 16079 16793  4673 17621  9082  9607]"
11940,"[14776  9799  7582  7670 13144 17382 10919 12998  3984 10334  3489  2678
 17298 13872  4676  6237  7200 15535 10114 17621]"
11941,"[ 6162  2178  3240  9421  4247 11868  9659  2119 12759  8878  4778 10326
  1190 15196  3965  9914  2937 12498  6363 13239]"
11942,"[ 5643 12772  9562  6084 12816 17645 10690  8140  8869  3566  1835 17402
 17772  2119  8016  4037  8738  1540  2807  3041]"
11943,"[ 7934  5494  3250  8491  6971 17371  9803 10080 16738  2445  4481 17734
 11648  4177  3707  5003 11277  5392    15 12206]"
11944,"[15312 14902  5938 11810  2961  5907 11302 12142  3283  1747  9120  8601
 12064 16360 16196 14651 13820   612    52  6873]"
11945,"[12998  5725 14319 11140  2759   355 13539  8878  1575  7808  6969   451
  4385  9225 17772 14017 10393 10212 14794  3240]"
11946,"[    3  3240  6084 12498 17556  4184 16427  9592  1679 13034  9440 11315
 14787 16729  4177 13270 12269  3001  1784  1210]"
11947,"[14794 13304 17094  1997  5083 17668 14761  9170  4678 12425  2720 10218
  8434  5855  7592 16691 10788  8019 11081   278]"
11948,"[15396 12883 10919  4673  1329  3240 16318  4856  2472 17277 12321  9691
  3859 14294 14828 17621 13300  3590   167  9017]"
11949,"[ 6162  7103  4172  2275 12586 12269   432 14637  4062   828  3762 11435
  6113  3099  5187  2144  1835  7808   804 14017]"
11950,"[11782 12998 11406  3762  4440 12089 15172 13245  3369 12672 14656  7329
  1190 10685 14780  6162 12883 13478 13260 17135]"
11951,"[ 5187  6720   858 10633  3940  9635  3666  6162 11435 10438  6344  1320
  2290 16830 16656  5825   201 13365  6303  3631]"
11952,"[  515  9723  2591  4925  3590 13394  9440 10633  4789  8162  4519  2445
  6382  3909   113 12883 10114 16107  1112  4440]"
11953,"[11162  8257 13863  2214  3285  7818 16508  5395 10791  5990  4003  1679
 12828 14318 12256 17556   701 17473 11950  8346]"
11954,"[ 5003 16253   843  1522  1848  7934 16748  6206 14266  6586   715 12011
 10084  9791  9488  5942  1353  2445  6494 10050]"
11955,"[ 5204 13270  4437  3984  3228  3766    49  7716 13872 17420  7200   184
  3489 10334  7582  7607   865  2678 14776 16427]"
11956,"[12269  4172 16427 14017  3766 16729 12489  4385 11140  9471  4437  5777
 10733  9225  3944 13172  5816 10438  2164   804]"
11957,"[ 2299 11193 10716  9571  7998 14485 16503 17701 12089 16253  2384 15861
  3411  5768 16879 13371 12321  4856 11572  2786]"
11958,"[ 7934 11648  5494 11277 17371   997 16109 17734  4481   443 12676 15982
 10080  5392  4218  6971 16738 11494  3707 13238]"
11959,"[17382 17701  8541 12269 10733 16427 12370   478 14780 13365   879 11315
 10407 17315 10919  3704 17244 10633 11010 14058]"
11960,"[ 9799 12998  8878 11704  9629  3240 14456  8159  4423 13376 15396 16879
  5340  5033  2173  5774 14776  4437  4561 10733]"
11961,"[10350  2214 11162  7818  3285 13863  8257 10791  9196 17473  5395 10799
   612   478 16508  8823  1679  7200 11773  4003]"
11962,"[16879  5322  2688  8159   257 16539 10685 15883 14449  5033  3369  8201
 14828  5303  4561  9799 11474  9223 13260 15316]"
11963,"[14776 10799 13144  9799   478  7582 14484 17382 11315  4561  7670  3608
 12828 15535 10685  6237  4437  7200 10334  7818]"
11964,"[14017  5187 12481 12983 10212 12370  4385  8648   762 16743  9225  2144
  4184  2504  8020 15995 13365 12006 16656  6303]"
11965,"[ 1738 17772  1835 12481  5187  5643   201  5845 13475 14258  3548  8130
 17061  8140  2275  2228 15342  2144 11507  5212]"
11966,"[10264 11823 17621  4561 15172 14449  4789 11143  5047  8159 16879  3250
  8201 12801 14828  4481  5094 14656  3762  9239]"
11967,"[ 7763  3207 12339  3145 15119  7609  7587 17384 15373  5927 11816 14821
 15045 11900 13966 11213  8901   709 15712 11751]"
11968,"[ 9784  5322   355 10733 10763  7808  7145  1292  6969  9985 15891 16601
  4755  2598  5377 14231 11437 14449 16225 12189]"
11969,"[ 5187 11010  3944 12481 10633 16801  6303  2340 12883  6842  1522  3859
  2190  3704  2144 11823   828  3631  2937 17382]"
11970,"[ 2317  5582 13090  2401  6896 15451  5541 15937  3677  3637 16530  2352
 15815  8502 12785  1625 13496  8593 16171  4825]"
11971,"[16237 15254  2119  4037  7932 17772  3291 15342  8016  8738 13539  8869
  5825  1521 14294  9372  6213  5643 17392 15278]"
11972,"[ 3240 12998 14151 13365  5681  4184 12731  9211 11010 12883  1204  8648
 15891  5340   855  3631 10407 12498  9223 11315]"
11973,"[ 8491  4218 11160  2409  2805  6926 14789 14663 11494  5033  8078  8471
  4177  3599  5322 12846 14930  7043 17371   219]"
11974,"[15891 13572 10428  6969 17243  5608 12998  9223 15453  1600  1808  2688
 14231  7296 11104  5340 12870  5812  2367  8650]"
11975,"[ 2854  7934 10080  4177 17734  2195  4406  9723  2445 11294  6971 11648
  9125 11590  6382  3188 10178 16179  7950 12144]"
11976,"[ 4561 11143  9791 16665  2299 17621 11474 10050 10788 15172  5252 16539
 12880 16748   257 10000  5328  1112  1989  8637]"
11977,"[ 4037 13571 17772  4232 15342 11165 16237 13474  3555  2119 14231  3935
 13539  1292 15453  3532 17370 14610  5093 15324]"
